datetime,temp,dew,humidity,precip,precipcover,preciptype,uvindex,uvindextype
3/28/2020,44.5,27.3,52.8,0.056,12.5,Rainy,6,High
3/29/2020,41.3,39.1,92.2,0.739,83.33,Rainy,1,Low
3/30/2020,39.5,37.3,91.6,0.118,29.17,Rainy,3,Moderate
3/31/2020,36.2,29.5,77,0.012,4.17,Rainy,8,Very High
4/1/2020,37.3,28.8,71.5,,,,4,Moderate
4/2/2020,41.7,34.4,75.6,0.102,41.67,Rainy,3,Moderate
4/3/2020,43.3,40.8,90.9,0.832,100,Rainy,1,Low
4/4/2020,40.8,36.2,83.8,0.113,16.67,Rainy,8,Very High
4/5/2020,44.5,37.3,76,,,,5,Moderate
4/6/2020,51,28.7,47.8,,,,8,Very High
4/7/2020,52.1,24.1,35.2,,,,9,Very High
4/8/2020,45.3,38,75.9,0.07,16.67,Rainy,5,Moderate
4/9/2020,44.6,38.9,80.7,0.645,37.5,Rainy,1,Low
4/10/2020,42.3,25.9,52.7,0.012,8.33,Rainy,7,High
4/11/2020,44.2,22.2,44.1,,,,9,Very High
4/12/2020,48.3,26.6,44.3,,,,7,High
4/13/2020,56.1,52.1,86.7,0.541,66.67,Rainy,1,Low
4/14/2020,52,28.4,42.4,,,,7,High
4/15/2020,45.9,21.9,41.2,,,,8,Very High
4/16/2020,40.8,19,43,,,,7,High
4/17/2020,41.9,17.5,38.2,,,,9,Very High
4/18/2020,37.3,32.8,84.5,0.676,62.5,Snowfall,2,Low
4/19/2020,48.2,30.8,53.3,,,,8,Very High
4/20/2020,46.3,31.1,55.7,,,,4,Moderate
4/21/2020,43,30.9,63.3,0.334,16.67,Rainy,6,High
4/22/2020,38.7,15.2,38.6,,,,6,High
4/23/2020,43.9,12.8,29,,,,9,Very High
4/24/2020,42.6,34.4,73.8,0.215,45.83,Rainy,2,Low
4/25/2020,46.7,33.6,61.6,,,,8,Very High
4/26/2020,44.3,35.6,72.4,0.21,33.33,Rainy,3,Moderate
4/27/2020,40.2,37.7,90.5,0.606,100,Rainy,2,Low
4/28/2020,41.4,32.9,71.9,0.038,8.33,Rainy,8,Very High
4/29/2020,44.8,35.7,70.6,,,,9,Very High
4/30/2020,45.8,39.6,79.2,0.004,8.33,Rainy,3,Moderate
5/1/2020,53.3,50.8,91.5,0.788,37.5,Rainy,3,Moderate
5/2/2020,58,35.7,47.7,0.026,12.5,Rainy,9,Very High
5/3/2020,65.3,43.7,47.9,,,,9,Very High
5/4/2020,61.4,37.7,43.5,,,,9,Very High
5/5/2020,50.6,28.4,43.1,,,,9,Very High
5/6/2020,46.3,34.2,63,,,,8,Very High
5/7/2020,52.5,28.8,47.4,0.011,4.17,Rainy,8,Very High
5/8/2020,49.7,30.1,51,0.186,20.83,Rainy,6,High
5/9/2020,40.2,25.7,60,0.171,25,Rainy,9,Very High
5/10/2020,47.1,24.9,43.5,,,,10,Very High
5/11/2020,50.9,40.7,69.2,0.234,25,Rainy,6,High
5/12/2020,48.5,27.6,47.5,,,,7,High
5/13/2020,49.4,19.8,33.1,,,,9,Very High
5/14/2020,57.8,24.3,29.1,,,,7,High
5/15/2020,61.3,52.3,73.6,0.513,20.83,Rainy,6,High
5/16/2020,60.3,49.7,70,0.19,12.5,Rainy,7,High
5/17/2020,55.7,45.1,68.3,,,,5,Moderate
5/18/2020,53.3,43.8,70.6,,,,3,Moderate
5/19/2020,50.8,40,66.9,,,,6,High
5/20/2020,51.5,36.8,58.2,,,,6,High
5/21/2020,59.2,35.9,44.5,,,,6,High
5/22/2020,69.1,49.7,52.7,,,,6,High
5/23/2020,58.5,47.2,66.7,,,,3,Moderate
5/24/2020,49.8,40.1,69.8,,,,6,High
5/25/2020,51,48.1,89.8,,,,4,Moderate
5/26/2020,58.3,54.6,88.2,,,,6,High
5/27/2020,71,60.5,72,,,,6,High
5/28/2020,70.8,63.6,78.7,,,,3,Moderate
5/29/2020,73.1,66.5,80.9,,,,5,Moderate
5/30/2020,73,56.9,61.5,0.089,8.33,Rainy,6,High
5/31/2020,62.2,37,40.7,,,,6,High
6/1/2020,56,30.1,38.4,,,,6,High
6/2/2020,56.5,42.8,60.3,0.02,8.33,Rainy,6,High
6/3/2020,66.9,55.3,67.4,0.011,4.17,Rainy,5,Moderate
6/4/2020,73.7,56.6,59.3,,,,6,High
6/5/2020,72.5,64.3,76.2,0.157,8.33,Rainy,4,Moderate
6/6/2020,73.3,65.2,77.3,0.156,12.5,Rainy,6,High
6/7/2020,60.3,52,74.5,,,,3,Moderate
6/8/2020,66.9,43.4,45.3,,,,6,High
6/9/2020,66.6,47.3,50.8,,,,6,High
6/10/2020,61.7,54.2,77.1,,,,6,High
6/11/2020,68.1,63.9,86.8,0.637,20.83,Rainy,3,Moderate
6/12/2020,74.1,57.5,62.1,0.092,4.17,Rainy,7,High
6/13/2020,63.5,43.6,48.6,,,,7,High
6/14/2020,59.4,47.3,64.9,,,,6,High
6/15/2020,59.1,49.8,72.2,,,,6,High
6/16/2020,62.6,50,64.1,,,,6,High
6/17/2020,65.1,53.7,68.4,,,,6,High
6/18/2020,73.3,61.2,67.4,,,,6,High
6/19/2020,77.2,63.9,65.6,,,,6,High
6/20/2020,79.9,62.9,58.2,,,,6,High
6/21/2020,77.1,65.2,67.6,0.003,8.33,Rainy,5,Moderate
6/22/2020,66.3,63.1,89.6,,,,6,High
6/23/2020,74.2,65.2,76.1,,,,6,High
6/24/2020,76.6,67,73.7,0.016,16.67,Rainy,5,Moderate
6/25/2020,76.8,52.5,44.5,,,,7,High
6/26/2020,75.4,57.7,55.6,,,,5,Moderate
6/27/2020,73.1,57.2,59.7,0.024,8.33,Rainy,4,Moderate
6/28/2020,69.3,63.8,83.3,1.177,33.33,Rainy,6,High
6/29/2020,66.4,63.8,91.4,0.262,45.83,Rainy,2,Low
6/30/2020,64.4,62.3,92.7,0.176,20.83,Rainy,2,Low
7/1/2020,66.6,63.9,91.2,0.073,20.83,Rainy,7,High
7/2/2020,73.7,65.1,76.3,0.009,4.17,Rainy,7,High
7/3/2020,69.1,62.7,80.5,,,,2,Low
7/4/2020,65.4,61,85.8,,,,6,High
7/5/2020,70.6,65.1,83.2,0.042,8.33,Rainy,6,High
7/6/2020,66.3,62.2,86.9,0.065,8.33,Rainy,6,High
7/7/2020,69,58.8,72.8,,,,6,High
7/8/2020,75.6,67.3,76.4,,,,4,Moderate
7/9/2020,78.1,70.1,77,,,,6,High
7/10/2020,72.5,69,88.8,,,,5,Moderate
7/11/2020,78.7,70.6,77.9,0.012,8.33,Rainy,6,High
7/12/2020,80.3,67,66,,,,7,High
7/13/2020,75.9,65.7,71.2,0.074,16.67,Rainy,6,High
7/14/2020,70.5,64.4,81.7,0.6,12.5,Rainy,5,Moderate
7/15/2020,65.3,59.4,81.7,0.052,8.33,Rainy,7,High
7/16/2020,64.6,55.9,73.7,,,,7,High
7/17/2020,65.5,59.7,81.5,0.112,16.67,Rainy,3,Moderate
7/18/2020,78.3,64.7,66.9,,,,7,High
7/19/2020,82.2,67.1,62,,,,6,High
7/20/2020,83.3,67.6,61.1,,,,6,High
7/21/2020,82.7,57.9,43.8,,,,6,High
7/22/2020,72.8,61.9,71,0.122,33.33,Rainy,6,High
7/23/2020,75.8,70,83.8,0.783,25,Rainy,6,High
7/24/2020,74.1,65.1,73.9,,,,5,Moderate
7/25/2020,76.6,64.6,67.8,,,,7,High
7/26/2020,82.4,62.6,53.3,,,,6,High
7/27/2020,86,64.8,50.4,,,,6,High
7/28/2020,85.9,65.7,52.3,0.001,4.17,Rainy,7,High
7/29/2020,79.4,58.9,50,,,,6,High
7/30/2020,77.7,64.9,65.6,,,,7,High
7/31/2020,74.3,62.5,67.4,,,,6,High
8/1/2020,75.5,63.1,66.1,,,,6,High
8/2/2020,77.2,67.4,73.9,0.076,12.5,Rainy,5,Moderate
8/3/2020,83.9,66.1,58.9,,,,6,High
8/4/2020,74.4,67.4,79.1,0.17,8.33,Rainy,3,Moderate
8/5/2020,80.3,62.8,58.6,,,,7,High
8/6/2020,75.8,54.3,47.7,,,,6,High
8/7/2020,69.9,59.7,70.9,,,,6,High
8/8/2020,71.1,59.5,68.3,,,,6,High
8/9/2020,77.2,65.9,70.5,,,,6,High
8/10/2020,82.3,66.4,61.8,,,,7,High
8/11/2020,82.1,68.8,65.7,,,,6,High
8/12/2020,80.9,68.1,67.2,,,,6,High
8/13/2020,77.6,59.5,54.6,,,,5,Moderate
8/14/2020,72.9,61,67.3,,,,6,High
8/15/2020,67.6,60,76.9,,,,2,Low
8/16/2020,66.7,61.9,84.6,0.133,16.67,Rainy,2,Low
8/17/2020,65.8,59.4,80.4,0.11,16.67,Rainy,5,Moderate
8/18/2020,74.3,57.9,62,0.157,16.67,Rainy,6,High
8/19/2020,68.8,55.8,63.8,0.058,8.33,Rainy,5,Moderate
8/20/2020,70.4,50.3,52.1,,,,6,High
8/21/2020,75.9,58.3,57.9,,,,6,High
8/22/2020,73.7,63.9,71.7,0.017,16.67,Rainy,6,High
8/23/2020,72.3,64.9,78.7,1.325,25,Rainy,6,High
8/24/2020,75.9,67.8,77.6,,,,6,High
8/25/2020,78.2,64.5,65.7,,,,5,Moderate
8/26/2020,68,42.7,41.3,,,,6,High
8/27/2020,62.9,49.8,64,0.166,12.5,Rainy,1,Low
8/28/2020,68.6,59.2,73.8,,,,5,Moderate
8/29/2020,71.1,67.7,89,0.078,16.67,Rainy,2,Low
8/30/2020,70.3,51.2,52.4,,,,6,High
8/31/2020,64.9,51.2,61.6,,,,6,High
9/1/2020,65.9,57.2,74.2,,,,5,Moderate
9/2/2020,65.6,62.9,90.9,0.2,20.83,Rainy,1,Low
9/3/2020,71,67.5,89,0.012,8.33,Rainy,3,Moderate
9/4/2020,75,57.4,59.2,,,,6,High
9/5/2020,69.2,45.6,44,,,,6,High
9/6/2020,68.4,54,61,,,,5,Moderate
9/7/2020,70.1,57.6,67.7,,,,6,High
9/8/2020,69.2,62.6,80.5,,,,5,Moderate
9/9/2020,69.9,63.4,80.7,,,,5,Moderate
9/10/2020,74.2,70.2,87.8,0.265,25,Rainy,3,Moderate
9/11/2020,64.6,57.5,78.2,,,,4,Moderate
9/12/2020,59.8,48.5,67.2,,,,6,High
9/13/2020,64,55.1,74,,,,5,Moderate
9/14/2020,68.6,50.6,56.4,,,,5,Moderate
9/15/2020,55.7,41.6,59.3,,,,5,Moderate
9/16/2020,61.7,50.3,67.7,,,,5,Moderate
9/17/2020,67.3,54.3,65.7,,,,5,Moderate
9/18/2020,59.8,46.3,62.1,,,,4,Moderate
9/19/2020,53,30.3,42.3,,,,6,High
9/20/2020,51.7,32.2,47.5,,,,6,High
9/21/2020,52.9,35,51.3,,,,5,Moderate
9/22/2020,55.5,31.4,41.7,,,,3,Moderate
9/23/2020,65.9,44.7,47,,,,5,Moderate
9/24/2020,69,52.5,57.5,,,,5,Moderate
9/25/2020,63.8,55.7,75.7,,,,5,Moderate
9/26/2020,64.6,58.4,81.4,,,,5,Moderate
9/27/2020,68.8,64.5,86.6,,,,4,Moderate
9/28/2020,69.8,65.3,86.8,0.05,8.33,Rainy,5,Moderate
9/29/2020,68.9,62.6,81.4,,,,5,Moderate
9/30/2020,69.6,59.1,71.1,0.475,37.5,Rainy,4,Moderate
10/1/2020,65.3,53.6,67,,,,5,Moderate
10/2/2020,59.2,51.1,75.1,0.02,8.33,Rainy,2,Low
10/3/2020,55.8,45.9,70.2,,,,5,Moderate
10/4/2020,55.6,42.5,62.5,,,,5,Moderate
10/5/2020,56.7,51.6,83.4,,,,4,Moderate
10/6/2020,58.6,50.3,76.5,,,,5,Moderate
10/7/2020,61.8,50.7,68.7,0.02,8.33,Rainy,5,Moderate
10/8/2020,56.2,34.3,44.9,,,,5,Moderate
10/9/2020,51.6,30.3,45.8,,,,5,Moderate
10/10/2020,65.1,52.5,65.3,,,,4,Moderate
10/11/2020,57.7,44.1,60.7,,,,5,Moderate
10/12/2020,52.6,41.2,65.2,,,,2,Low
10/13/2020,54.8,52.4,91.8,1.477,75,Rainy,1,Low
10/14/2020,58.3,45.2,65.9,0.011,4.17,Rainy,5,Moderate
10/15/2020,59.6,50.2,73.6,,,,4,Moderate
10/16/2020,59.3,56.8,91.7,0.475,33.33,Rainy,2,Low
10/17/2020,50,38.1,67.9,1.418,41.67,Rainy,5,Moderate
10/18/2020,49.4,39.4,69.3,,,,4,Moderate
10/19/2020,51.2,45,79.9,,,,4,Moderate
10/20/2020,57.1,53.8,89.2,,,,3,Moderate
10/21/2020,58.8,57.6,95.9,0.063,20.83,Rainy,3,Moderate
10/22/2020,60.8,57.6,89.9,,,,4,Moderate
10/23/2020,57.2,54.5,91.1,,,,4,Moderate
10/24/2020,59.2,51.1,75.4,,,,3,Moderate
10/25/2020,46.1,33.6,61.7,,,,2,Low
10/26/2020,51,43.7,77.2,0.011,8.33,Rainy,1,Low
10/27/2020,50.9,40.9,70.1,,,,2,Low
10/28/2020,46.4,42.8,87.3,0.283,50,Rainy,1,Low
10/29/2020,46.3,42.9,87.9,0.868,50,Rainy,1,Low
10/30/2020,34.2,31.2,89,0.324,66.67,Snowfall,1,Low
10/31/2020,33.9,23.7,67.2,,,,4,Moderate
11/1/2020,44.3,38.3,79.9,0.622,37.5,Rainy,2,Low
11/2/2020,38.7,23.7,55.6,,,,2,Low
11/3/2020,37.5,19.9,49.5,,,,4,Moderate
11/4/2020,43.4,30.1,60.1,,,,4,Moderate
11/5/2020,58.4,48.9,72.8,,,,4,Moderate
11/6/2020,61.3,47.8,64,,,,4,Moderate
11/7/2020,62.1,44.9,54.9,,,,4,Moderate
11/8/2020,57.4,45.9,67.2,,,,4,Moderate
11/9/2020,51.2,46.6,84.8,,,,4,Moderate
11/10/2020,60.2,50.2,71.3,,,,4,Moderate
11/11/2020,65.2,60,83.9,,,,2,Low
11/12/2020,58.1,49.2,73.6,0.012,4.17,Rainy,0,Low
11/13/2020,45.9,42.7,88.7,0.231,50,Rainy,0,Low
11/14/2020,43.1,31.8,65.7,,,,3,Moderate
11/15/2020,43.2,31.7,64.5,0.092,12.5,Rainy,4,Moderate
11/16/2020,49,33.4,56.6,0.309,12.5,Rainy,3,Moderate
11/17/2020,42.2,25.2,51.3,,,,3,Moderate
11/18/2020,29.9,11.7,46.7,,,,3,Moderate
11/19/2020,33.1,19.1,56.4,,,,3,Moderate
11/20/2020,53.2,33.6,48.1,,,,3,Moderate
11/21/2020,53.6,34.4,49,,,,4,Moderate
11/22/2020,42,32.5,69.1,,,,1,Low
11/23/2020,47.6,42.2,82.6,1.814,37.5,Rainy,0,Low
11/24/2020,37.1,20.2,51.2,,,,3,Moderate
11/25/2020,38.5,28,65.7,0.011,4.17,Rainy,2,Low
11/26/2020,49.7,47.8,92.9,0.292,41.67,Rainy,1,Low
11/27/2020,49.2,44.2,83.6,,,,2,Low
11/28/2020,47.6,35.9,64.3,,,,2,Low
11/29/2020,43.7,28.7,56.3,,,,3,Moderate
11/30/2020,49.6,46.4,88.6,0.843,50,Rainy,1,Low
12/1/2020,56,47.9,75.7,0.443,16.67,Rainy,2,Low
12/2/2020,39.8,25.8,57.2,,,,3,Moderate
12/3/2020,41.4,24.8,52.2,,,,3,Moderate
12/4/2020,48.6,32.7,55.7,0.023,8.33,Rainy,2,Low
12/5/2020,39.7,37.8,92.8,1.721,83.33,Snowfall,0,Low
12/6/2020,33.7,22.5,63.8,,,,4,Moderate
12/7/2020,29.8,18.8,63.4,,,,3,Moderate
12/8/2020,28.8,18.8,66.1,,,,2,Low
12/9/2020,30.7,20.9,67.2,,,,2,Low
12/10/2020,38.3,27.1,64.6,,,,3,Moderate
12/11/2020,40.6,32.6,73.9,,,,3,Moderate
12/12/2020,42.2,41.2,96.1,0.482,29.17,Rainy,1,Low
12/13/2020,47.4,41.1,81.1,,,,3,Moderate
12/14/2020,36.2,29.4,76.4,0.068,25,Snowfall,1,Low
12/15/2020,31.6,10.8,43.3,,,,3,Moderate
12/16/2020,22.8,8.6,54.4,0.006,4.17,Snowfall,2,Low
12/17/2020,25,21.9,88.1,0.311,50,Snowfall,2,Low
12/18/2020,25.4,13.4,60.3,,,,2,Low
12/19/2020,23.5,14.9,69.3,,,,3,Moderate
12/20/2020,30.3,24.8,80,0.032,12.5,Snowfall,1,Low
12/21/2020,33.2,30,88.3,,,,1,Low
12/22/2020,38.2,26.7,63.4,,,,3,Moderate
12/23/2020,34.3,19.4,54.7,,,,3,Moderate
12/24/2020,42.7,39.1,87,,,,2,Low
12/25/2020,52.4,49.7,91.1,1.507,70.83,Rainy,1,Low
12/26/2020,32.3,18.1,55.6,,,,4,Moderate
12/27/2020,31.2,18.2,58.7,,,,3,Moderate
12/28/2020,38.9,32.4,77.8,,,,2,Low
12/29/2020,33.7,11.4,40.5,,,,3,Moderate
12/30/2020,30.8,13.9,50.4,,,,3,Moderate
12/31/2020,41.5,30.8,66.2,0.1,12.5,Rainy,1,Low
1/1/2021,33.5,22.4,63.9,0.032,4.17,Rainy,3,Moderate
1/2/2021,38.9,35,86.5,0.487,50,Rainy,1,Low
1/3/2021,32.3,26.7,79.8,0.031,8.33,Snowfall,1,Low
1/4/2021,33.6,27.9,79.6,,,,3,Moderate
1/5/2021,31.4,27.2,84.1,0.011,4.17,Snowfall,1,Low
1/6/2021,33.2,23.2,67.5,,,,3,Moderate
1/7/2021,34.1,17.5,50.7,,,,4,Moderate
1/8/2021,31.4,14.4,51.1,,,,4,Moderate
1/9/2021,29.8,14.6,52.8,,,,3,Moderate
1/10/2021,33.1,16.3,50.5,,,,4,Moderate
1/11/2021,31.3,17.4,56.5,,,,1,Low
1/12/2021,33.7,20.6,59.2,,,,4,Moderate
1/13/2021,35.4,23.2,60.9,,,,4,Moderate
1/14/2021,35,29.9,82.2,0.106,29.17,Snowfall,1,Low
1/15/2021,36.9,31.9,82.6,,,,3,Moderate
1/16/2021,43.1,39.2,86.6,1.049,45.83,Rainy,2,Low
1/17/2021,38.8,24.9,57.5,,,,3,Moderate
1/18/2021,38.9,24.2,55.6,,,,3,Moderate
1/19/2021,33.2,18.5,55.3,,,,4,Moderate
1/20/2021,32.6,18.2,55.6,,,,2,Low
1/21/2021,26.4,13.8,59.3,,,,2,Low
1/22/2021,36.3,23.7,60.3,,,,4,Moderate
1/23/2021,27.1,10.1,49,,,,4,Moderate
1/24/2021,23,1.1,38.8,,,,4,Moderate
1/25/2021,26.5,5.7,41.8,,,,4,Moderate
1/26/2021,28.2,18.9,68.9,0.209,20.83,Snowfall,3,Moderate
1/27/2021,31.6,28.2,87,0.086,29.17,Snowfall,2,Low
1/28/2021,28.7,22.4,78.2,0.055,25,Snowfall,1,Low
1/29/2021,13,-2.3,49.7,,,,4,Moderate
1/30/2021,13.5,-1.4,51.4,,,,4,Moderate
1/31/2021,15.6,4.3,60.5,,,,4,Moderate
2/1/2021,29.2,24.1,81.5,0.652,37.5,Snowfall,1,Low
2/2/2021,31.7,30,93.4,0.249,45.83,Snowfall,2,Low
2/3/2021,31.2,25.8,80.5,,,,3,Moderate
2/4/2021,32.3,24.3,72.8,0.011,4.17,Snowfall,4,Moderate
2/5/2021,33.6,29.3,84.2,0.011,4.17,Rainy,2,Low
2/6/2021,35.3,19.1,54.9,,,,5,Moderate
2/7/2021,30.3,23.3,77.2,0.435,33.33,Snowfall,1,Low
2/8/2021,23.8,8.3,52.4,,,,5,Moderate
2/9/2021,24.4,16.8,74.3,0.176,33.33,Snowfall,2,Low
2/10/2021,24.8,13.2,62.9,,,,4,Moderate
2/11/2021,24.6,8.8,51.1,,,,4,Moderate
2/12/2021,19.4,-1,40.7,,,,5,Moderate
2/13/2021,23.2,6.9,50.7,,,,4,Moderate
2/14/2021,29.9,20.3,67.4,,,,3,Moderate
2/15/2021,29.6,24.7,82.5,0.033,12.5,Snowfall,1,Low
2/16/2021,35.3,34,95.8,0.639,50,Snowfall,2,Low
2/17/2021,27,7.7,44.3,,,,5,Moderate
2/18/2021,27.2,14.2,60.3,0.092,16.67,Snowfall,2,Low
2/19/2021,27.4,24.7,89.7,0.424,70.83,Snowfall,1,Low
2/20/2021,27.3,17.9,69,,,,3,Moderate
2/21/2021,26.2,9.7,50.5,,,,5,Moderate
2/22/2021,31.1,23.5,74,0.17,29.17,Rainy,4,Moderate
2/23/2021,37.6,28.9,71.6,,,,5,Moderate
2/24/2021,43.1,27.8,55.4,,,,6,High
2/25/2021,42,21.5,45.2,,,,6,High
2/26/2021,32.6,15.6,50.3,,,,6,High
2/27/2021,37.5,34.2,87.9,0.178,29.17,Snowfall,1,Low
2/28/2021,38.9,30.7,72.7,,,,2,Low
3/1/2021,38.4,31.8,80.5,0.205,37.5,Rainy,1,Low
3/2/2021,21.6,-5.7,29.6,,,,6,High
3/3/2021,36.5,13.2,38.3,,,,6,High
3/4/2021,36.9,15.6,43.2,,,,8,Very High
3/5/2021,28.8,-1.1,28.9,,,,6,High
3/6/2021,28.4,4.8,36.5,,,,6,High
3/7/2021,30.1,6.6,37.1,,,,7,High
3/8/2021,32.2,12.9,44.9,,,,6,High
3/9/2021,47,20,34.8,,,,7,High
3/10/2021,41.8,27.6,57.4,,,,6,High
3/11/2021,53.1,36.5,58.4,,,,6,High
3/12/2021,58,24.1,30.3,,,,6,High
3/13/2021,41.1,7.8,25.6,,,,7,High
3/14/2021,38.1,12.5,35.5,,,,7,High
3/15/2021,23.1,-6.1,28,,,,7,High
3/16/2021,27.9,2.2,33,,,,7,High
3/17/2021,40.8,22,47.9,,,,6,High
3/18/2021,43.4,35.5,74,0.576,33.33,Rainy,2,Low
3/19/2021,37.8,10.2,35,0.018,4.17,Rainy,7,High
3/20/2021,45.5,11.9,25.9,,,,8,Very High
3/21/2021,47.1,24.4,42,,,,7,High
3/22/2021,46.5,31.6,57.4,,,,7,High
3/23/2021,48.4,39.3,71,,,,7,High
3/24/2021,47.8,41.3,78.3,,,,5,Moderate
3/25/2021,51.4,47,85,0.137,29.17,Rainy,4,Moderate
3/26/2021,60.6,52.7,76.6,0.012,8.33,Rainy,3,Moderate
3/27/2021,50.1,34.8,56.5,,,,8,Very High
3/28/2021,47.6,42.7,83.1,0.564,37.5,Rainy,1,Low
3/29/2021,49.1,24.5,41.7,0.113,12.5,Rainy,9,Very High
3/30/2021,47,25.4,44,,,,7,High
3/31/2021,57.1,45.8,67.3,0.008,4.17,Rainy,7,High
4/1/2021,47.1,39.5,76.2,1.094,45.83,Rainy,3,Moderate
4/2/2021,34.3,13.9,43,,,,8,Very High
4/3/2021,39.1,14.4,38,,,,8,Very High
4/4/2021,49.1,14.9,26.5,,,,8,Very High
4/5/2021,52,21,29.6,,,,4,Moderate
4/6/2021,51.4,31.6,47.4,,,,8,Very High
4/7/2021,51.5,39.5,63.6,,,,5,Moderate
4/8/2021,52.4,42.3,68.9,,,,7,High
4/9/2021,51.7,42.2,70.5,,,,7,High
4/10/2021,60.6,47,62.4,,,,7,High
4/11/2021,49,43,79.8,,,,2,Low
4/12/2021,46.6,39.9,77.5,,,,3,Moderate
4/13/2021,50.4,37.6,61.9,,,,7,High
4/14/2021,48.7,38.6,68.1,,,,7,High
4/15/2021,47.5,38.3,70.6,0.151,12.5,Rainy,3,Moderate
4/16/2021,41,37.8,88.1,1.661,95.83,Snowfall,1,Low
4/17/2021,43.6,34.5,71.5,0.091,33.33,Rainy,5,Moderate
4/18/2021,51.8,35.4,55.1,,,,7,High
4/19/2021,55.3,40.8,58.8,0.012,4.17,Rainy,7,High
4/20/2021,63,39.2,44.4,,,,8,Very High
4/21/2021,56.7,44.3,64.4,0.241,20.83,Rainy,7,High
4/22/2021,40.6,18.4,41.7,,,,7,High
4/23/2021,49.7,21.9,34.6,,,,9,Very High
4/24/2021,61.9,28.6,29.5,,,,9,Very High
4/25/2021,53.5,40.3,61.9,0.115,16.67,Rainy,4,Moderate
4/26/2021,51.2,27.2,41.4,,,,8,Very High
4/27/2021,55.4,24,30.1,,,,6,High
4/28/2021,53.4,43.3,70.1,0.224,16.67,Rainy,7,High
4/29/2021,49.1,45.6,87.9,0.822,50,Rainy,2,Low
4/30/2021,55.8,42.7,64.1,0.111,16.67,Rainy,7,High
5/1/2021,53.8,33,50,0.137,12.5,Rainy,8,Very High
5/2/2021,63.6,38.6,41.1,0.012,4.17,Rainy,6,High
5/3/2021,58.3,42.8,57.2,0.011,4.17,Rainy,8,Very High
5/4/2021,50.2,44.1,79.9,0.654,54.17,Rainy,2,Low
5/5/2021,48.9,45.1,86.6,0.536,58.33,Rainy,1,Low
5/6/2021,58.2,37,50.6,0.011,4.17,Rainy,9,Very High
5/7/2021,52.3,36.3,55,,,,8,Very High
5/8/2021,50.8,37.1,59.5,,,,4,Moderate
5/9/2021,59.2,36.3,45.2,,,,8,Very High
5/10/2021,54.9,44.7,69.3,0.343,25,Rainy,4,Moderate
5/11/2021,58.8,30.6,37.6,,,,8,Very High
5/12/2021,57.2,33.2,41.2,,,,8,Very High
5/13/2021,60.6,35.8,40.9,,,,6,High
5/14/2021,65.7,37.1,35.6,,,,9,Very High
5/15/2021,67.3,40.5,37.8,,,,7,High
5/16/2021,67.2,40.1,38.2,0.011,8.33,Rainy,8,Very High
5/17/2021,63.8,46.7,54.4,,,,8,Very High
5/18/2021,72.6,43.7,37.8,,,,8,Very High
5/19/2021,68.1,43.8,41.7,,,,8,Very High
5/20/2021,62.2,48.4,61.2,,,,8,Very High
5/21/2021,67.6,49.5,54.3,,,,7,High
5/22/2021,73.6,55.6,54.6,,,,7,High
5/23/2021,77.8,58,51.4,,,,8,Very High
5/24/2021,61.3,42.3,50.6,,,,9,Very High
5/25/2021,65.5,46,50.5,,,,8,Very High
5/26/2021,75.9,60,59.8,0.21,12.5,Rainy,8,Very High
5/27/2021,73.5,55.3,56.1,0.085,12.5,Rainy,8,Very High
5/28/2021,56,37.6,52,0.526,16.67,Rainy,6,High
5/29/2021,49,43.4,81.1,1.636,66.67,Rainy,2,Low
5/30/2021,50.5,45.4,82.8,0.717,54.17,Rainy,1,Low
5/31/2021,56.1,49,77.7,0.157,37.5,Rainy,3,Moderate
6/1/2021,66.7,47,51,,,,7,High
6/2/2021,69.2,53.2,57.7,,,,8,Very High
6/3/2021,68.2,59.1,73,,,,5,Moderate
6/4/2021,72.1,63.6,74.9,0.106,4.17,Rainy,5,Moderate
6/5/2021,79.1,62.2,59.5,,,,8,Very High
6/6/2021,84.8,60,44.5,,,,8,Very High
6/7/2021,84.7,65.4,53.6,,,,9,Very High
6/8/2021,83.5,68.6,62,,,,8,Very High
6/9/2021,80.4,67.9,67.7,0.049,12.5,Rainy,8,Very High
6/10/2021,68.6,47.3,47.2,,,,8,Very High
6/11/2021,61.7,49.1,63.7,0.009,4.17,Rainy,7,High
6/12/2021,64.5,57.1,77.8,0.692,37.5,Rainy,6,High
6/13/2021,73.1,54.8,56.3,,,,9,Very High
6/14/2021,64.6,58.3,80.3,0.53,33.33,Rainy,2,Low
6/15/2021,67.3,62.5,84.8,0.029,16.67,Rainy,6,High
6/16/2021,69.3,47.5,49.3,,,,9,Very High
6/17/2021,71,43,38.1,,,,8,Very High
6/18/2021,73.8,48.1,41.7,,,,8,Very High
6/19/2021,78.8,58.4,51.3,0.002,8.33,Rainy,8,Very High
6/20/2021,79.1,60,53.1,,,,9,Very High
6/21/2021,78.1,68,71.7,,,,8,Very High
6/22/2021,74,65.5,76.1,0.899,29.17,Rainy,6,High
6/23/2021,65.3,49.1,57.6,0.001,4.17,Rainy,8,Very High
6/24/2021,66,53.4,65.1,,,,9,Very High
6/25/2021,64.2,59.9,86.1,0.094,29.17,Rainy,4,Moderate
6/26/2021,75.9,67,74.6,,,,7,High
6/27/2021,81.3,69.5,68.4,,,,7,High
6/28/2021,85.8,71.2,63,,,,8,Very High
